t_sec,pose_x,pose_y,pose_z,pose_roll,pose_pitch,pose_yaw,status_battery_voltage,raw_battery_voltage,filt_battery_voltage,cmd_x,cmd_y,cmd_z,cmd_yaw,est_vx,est_vy,est_vz,est_ax,est_ay,est_az,gyro_x,gyro_y,gyro_z,angAcc_x,angAcc_y,angAcc_z,velDes_vx,velDes_vy,velDes_vz,attDes_roll,attDes_pitch,attDes_yaw,motor_f1,motor_f2,motor_f3,motor_f4,motor_f1_scaled,motor_f2_scaled,motor_f3_scaled,motor_f4_scaled,bodyInFx,bodyInFy,bodyInFz,droneWorldFx,droneWorldFy,droneWorldFz,droneWorldFx_scaled,droneWorldFy_scaled,droneWorldFz_scaled,zero_bias_count,rateDes_roll,rateDes_pitch,rateDes_yaw,age_pose,age_status,age_cf_voltage,age_cmd_position,age_stateEstimate_velocity,age_stateEstimate_acc,age_gyro_feedback,age_vel_des,age_att_des,age_rate_des,age_cf_motor_force,age_cf_motor_force_scaled,age_cf_body_input_force,age_cf_world_force,age_cf_F_input_scaled,age_cf_zero_bias_dbg,validity_bitmask,offline_mob1_fx,offline_mob1_fy,offline_mob1_fz,offline_mob1_tx,offline_mob1_ty,offline_mob1_tz,offline_mob2_fx,offline_mob2_fy,offline_mob2_fz,offline_mob2_tx,offline_mob2_ty,offline_mob2_tz,offline_mobc_fx,offline_mobc_fy,offline_mobc_fz,offline_mobc_tx,offline_mobc_ty,offline_mobc_tz,offline_mobc2_fx,offline_mobc2_fy,offline_mobc2_fz,offline_mobc2_tx,offline_mobc2_ty,offline_mobc2_tz,offline_tauhat_x,offline_tauhat_y,offline_tauhat_z,offline_rxf_x,offline_rxf_y,offline_rxf_z,offline_etau_x,offline_etau_y,offline_etau_z,offline_rho_tau,offline_normal_pure_nx,offline_normal_pure_ny,offline_normal_pure_nz,offline_normal_k1_nx,offline_normal_k1_ny,offline_normal_k1_nz,offline_normal_k2_nx,offline_normal_k2_ny,offline_normal_k2_nz,offline_normal_k2_nolpf_nx,offline_normal_k2_nolpf_ny,offline_normal_k2_nolpf_nz,offline_normal_k2_novcorr_nx,offline_normal_k2_novcorr_ny,offline_normal_k2_novcorr_nz,offline_contact_force_x
1777394346.8614294529,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1777394346.8714003563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1777394346.8813803196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1777394346.8913564682,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1777394346.9013805389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1777394346.9114050865,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1777394346.9213714600,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1777394346.9315621853,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0522651486,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000000000,-0.0000000000,0.0000000000,nan,nan,nan,nan,inf,inf,inf,inf,inf,inf,inf,inf,0.0000541210,inf,inf,inf,inf,inf,0.0000176430,inf,66563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1777394346.9414067268,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0522651486,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,0.0000000000,-0.0000000000,0.0000000000,nan,nan,nan,nan,inf,inf,inf,inf,inf,inf,inf,inf,0.0098986626,inf,0.0000364780,inf,0.0000159740,inf,0.0098621845,inf,87043,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1777394346.9514431953,0.0305911228,0.0350170098,0.0980287343,1.1501282706,0.0284287656,0.0019352888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0522651486,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,0.0000000000,-0.0000000000,0.0000000000,nan,nan,nan,nan,0.0000479221,inf,inf,inf,inf,inf,inf,inf,0.0199351311,inf,0.0100729465,0.0000164509,0.0100524426,inf,0.0198986530,inf,95239,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1777394346.9613883495,0.0305911228,0.0350170098,0.0980287343,1.1501282706,0.0284287656,0.0019352888,nan,3.7636363506,3.7621889114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0522651486,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,nan,nan,nan,nan,0.0099930763,inf,0.0000336170,inf,inf,inf,inf,inf,0.0298802853,inf,0.0200181007,0.0099616051,0.0199975967,0.0000140667,0.0298438072,inf,128023,0.0000000000,0.0000000000,0.0008750520,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002100125,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002100125,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002100125,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000000000
1777394346.9713935852,0.0305911228,0.0350170098,0.0980287343,1.1501282706,0.0284287656,0.0019352888,nan,3.7636363506,3.7621889114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1725513935,0.3458425701,-0.0849499255,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0522651486,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,0.0199983120,inf,0.0100388527,inf,inf,inf,0.0000481606,0.0000295639,0.0398855209,inf,0.0300233364,0.0199668407,0.0300028324,0.0100193024,0.0398490429,0.0000135899,259863,0.0000000000,0.0000000000,0.0026199092,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0012231738,0.0000000000,0.0000000000,0.0000000000,0.0000002250,-0.0000000813,0.0012212780,0.0000000000,0.0000000000,0.0000000000,0.0000022382,-0.0000008089,0.0012043162,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000225263,-0.0000623314,0.0000000000,0.0000225263,0.0000623314,0.0000000000,0.9774855604,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000000000
1777394346.9813816547,0.0305911228,0.0350170098,0.0980287343,1.1501282706,0.0284287656,0.0019352888,nan,3.7636363506,3.7621889114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1725513935,0.3458425701,-0.0849499255,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0522651486,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-412.7665710449,12.8063488007,0.0000000000,0.0299863815,inf,0.0200269222,inf,inf,inf,0.0100362301,0.0100176334,0.0498735905,0.0000336170,0.0400114059,0.0299549103,0.0399909019,0.0200073719,0.0000143051,0.0100016594,261911,0.0000000000,0.0000000000,0.0043577939,0.0000021466,0.0000029438,0.0000031534,0.0000000000,0.0000000000,0.0029687392,0.0000003398,0.0000004659,0.0000004991,0.0000011060,-0.0000003833,0.0029594651,0.0000003398,0.0000004659,0.0000004991,0.0000108862,-0.0000037716,0.0028774590,0.0000003398,0.0000004659,0.0000004991,0.0000003398,0.0000004659,0.0000004991,-0.0000727773,-0.0002013783,0.0000000006,0.0000731171,0.0002018443,0.0000004985,0.9900741383,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000000000
1777394346.9914231300,0.0305911228,0.0350170098,0.0980287343,1.1501282706,0.0284287656,0.0019352888,nan,3.7636363506,3.7621889114,nan,nan,nan,nan,-0.0074054240,-0.0001779264,0.0003351054,-0.0298116095,-0.8902835250,-0.5426726937,0.1725513935,0.3458425701,-0.0849499255,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0522651486,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-412.7665710449,12.8063488007,0.0000000000,0.0400278568,inf,0.0300683975,inf,0.0000634193,0.0000452995,0.0200777054,0.0200591087,0.0599150658,0.0100750923,0.0000300407,0.0399963856,0.0000150204,0.0300488472,0.0100557804,0.0200431347,262103,0.0000000000,0.0000000000,0.0069516086,0.0000021323,0.0000029265,0.0000031352,0.0000000000,0.0000000000,0.0068170604,0.0000008172,0.0000011210,0.0000012008,0.0000044877,-0.0000015423,0.0067794648,0.0000008172,0.0000011210,0.0000012008,0.0000434733,-0.0000149377,0.0064528729,0.0000008172,0.0000011210,0.0000012008,0.0000008172,0.0000011210,0.0000012008,-0.0001944806,-0.0005381355,0.0000000054,0.0001952977,0.0005392565,0.0000011955,0.9926457818,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0067368727,0.0023148325,-0.9999746277,0.0000000000
1777394347.0014152527,0.0302482136,0.0350224525,0.0980574787,1.0815972253,0.0284783671,0.0009601518,nan,3.7636363506,3.7621889114,nan,nan,nan,nan,-0.0074054240,-0.0001779264,0.0003351054,-0.0298116095,-0.8902835250,-0.5426726937,0.1725513935,0.3458425701,-0.0849499255,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0522651486,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-412.7665710449,12.8063488007,0.0000000000,0.0000567436,inf,0.0400605202,inf,0.0100555420,0.0100374222,0.0300698280,0.0300512314,0.0699071884,0.0200672150,0.0100221634,0.0000181198,0.0100071430,0.0400409698,0.0200479031,0.0300352573,262103,-0.0001644811,-0.0000039519,0.0095373345,0.0000021180,0.0000029093,0.0000031171,-0.0001136932,-0.0000027316,0.0119662350,0.0000012578,0.0000017261,0.0000018491,-0.0001023236,-0.0000065505,0.0118712252,0.0000012578,0.0000017261,0.0000018491,-0.0000052829,-0.0000391068,0.0110604101,0.0000012578,0.0000017261,0.0000018491,0.0000011149,0.0000015298,0.0000016388,-0.0003030696,-0.0008391748,-0.0000015240,0.0003041845,0.0008407045,0.0000031628,0.9934990523,0.0000000000,0.0000000000,-1.0000000000,-0.0006619566,0.0002274945,-0.9999997550,-0.0067368727,0.0023148325,-0.9999746277,-0.0067368727,0.0023148325,-0.9999746277,-0.0054972340,0.0024875042,-0.9999817962,0.0067794663
